OT;Medición;Folio;Punto;COD TSTGO;SIMPT;POE;Comuna;Nombre_Parada;Eje;Sentido;x;y;Fecha;Medidor;Hora;MH;Periodo;PPU;Plazas;Tipo_Bus;UN;Servicio;Sentido_Servicio;TOC_Antes;%_TOC_Antes;Pasajeros_Antes;Bus_Detiene;TOC_Después;%_TOC_Después;Pasajeros_Después;id_punto
OT25;Paradero;318;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:37:41;07:30;4;FLXW90;96;B2;U3;113;I;1A;0.15;14.69;0;1A;0.15;14.69;14_PM_PO
OT25;Paradero;258;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:38:45;06:30;4;FLXX62;96;B2;U3;113;I;1B;0.15;14.69;0;1B;0.15;14.69;14_PM_PO
OT25;Paradero;315;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:32:12;07:30;4;FLXY72;96;B2;U3;113;I;2;0.45;43.20;1;2;0.45;43.20;14_PM_PO
OT25;Paradero;271;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:48:12;06:30;4;FLXZ60;96;B2;U3;113;I;1A;0.15;14.69;1;1A;0.15;14.69;14_PM_PO
OT25;Paradero;256;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:34:37;06:30;4;WH2061;96;B2;U3;113;I;1B;0.15;14.69;0;1B;0.15;14.69;14_PM_PO
OT25;Paradero;316;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:37:10;07:30;4;BFKC50;98;B2;U5;115;I;1B;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;333;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:59:48;07:30;4;BFKC64;98;B2;U5;115;I;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;349;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:28:05;08:00;4;BFKC70;98;B2;U5;115;I;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;336;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:02:41;08:00;4;BFKC79;98;B2;U5;115;I;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;340;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:12:00;08:00;4;BFKC98;98;B2;U5;115;I;1B;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;329;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:46:57;07:30;4;BFRT71;98;B2;U5;115;I;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;345;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:22:41;08:00;4;BJFB19;98;B2;U5;115;I;1B;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;327;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:46:36;07:30;4;BJFB32;98;B2;U5;115;I;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;257;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:38:27;06:30;4;BJFF43;160;C2;U5;115;I;1A;0.13;21.00;0;1A;0.13;21.00;14_PM_PO
OT25;Paradero;303;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:17:29;07:00;4;BJFP28;98;B2;U5;115;I;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;339;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:10:58;08:00;4;BJFY21;98;B2;U5;115;I;1B;0.15;15.00;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;288;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:01:16;07:00;4;CJRW13;98;B2;U5;115;I;1B;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;290;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:06:49;07:00;4;CJRZ83;98;B2;U5;115;I;1A;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;317;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:37:23;07:30;4;FLXC49;98;B2;U5;115;I;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;260;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:45:22;06:30;4;FLXD78;93;B2;U5;115;I;1A;0.15;14.23;1;1A;0.15;14.23;14_PM_PO
OT25;Paradero;262;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:46:26;06:30;4;BJFS10;98;B2;U3;125;R;2;0.45;44.10;0;2;0.45;44.10;14_PM_PO
OT25;Paradero;319;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:38:27;07:30;4;BJFS33;98;B2;U3;125;R;2;0.45;44.10;0;2;0.45;44.10;14_PM_PO
OT25;Paradero;272;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:47:15;06:30;4;BJFS64;98;B2;U3;125;R;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;280;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:57:17;06:30;4;BJFS65;98;B2;U3;125;R;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;307;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:30:51;07:30;4;BJFW17;98;B2;U3;125;R;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;344;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:21:52;08:00;4;BJFW38;98;B2;U3;125;R;2;0.45;44.10;0;2;0.45;44.10;14_PM_PO
OT25;Paradero;337;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:05:19;08:00;4;BJFW92;98;B2;U3;125;R;3;0.61;60.00;0;3;0.61;60.00;14_PM_PO
OT25;Paradero;305;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:20:12;07:00;4;BJFY20;98;B2;U3;125;R;3;0.61;60.00;1;4A;0.77;75.00;14_PM_PO
OT25;Paradero;325;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:44:02;07:30;4;CJRZ63;98;B2;U3;125;R;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;332;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:56:08;07:30;4;FLXD42;98;B2;U3;125;R;4A;0.77;75.00;1;4A;0.77;75.00;14_PM_PO
OT25;Paradero;331;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:55:11;07:30;4;BJFR94;54;A1;U3;H04;R;2;0.60;32.40;0;2;0.60;32.40;14_PM_PO
OT25;Paradero;273;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:49:06;06:30;4;BJFS65;98;B2;U3;H04;R;1A;0.15;15.00;0;1A;0.15;15.00;14_PM_PO
OT25;Paradero;338;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:06:45;08:00;4;BJFT50;98;B2;U3;H04;R;1B;0.15;15.00;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;324;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:42:57;07:30;4;BJFX25;98;B2;U3;H04;R;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;296;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:09:05;07:00;4;CJRX68;98;B2;U3;H04;R;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;348;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:27:04;08:00;4;CJRX69;98;B2;U3;H04;R;1A;0.15;15.00;0;1A;0.15;15.00;14_PM_PO
OT25;Paradero;259;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:40:06;06:30;4;CJRX69;98;B2;U3;H04;R;1B;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;330;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:54:55;07:30;4;CJRY65;98;B2;U3;H04;R;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;289;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:01:33;07:00;4;CJRY65;98;B2;U3;H04;R;1B;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;343;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:21:11;08:00;4;CJRY88;98;B2;U3;H04;R;1A;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;304;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:26:44;07:00;4;CJRZ82;98;B2;U3;H04;R;1B;0.15;15.00;1;1B;0.15;15.00;14_PM_PO
OT25;Paradero;306;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:22:17;07:00;4;BJFP31;54;A1;U3;H06;I;4A;0.90;48.60;0;4A;0.90;48.60;14_PM_PO
OT25;Paradero;309;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:31:40;07:30;4;BJFV80;98;B2;U3;H06;I;2;0.45;44.10;0;2;0.45;44.10;14_PM_PO
OT25;Paradero;328;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:47:38;07:30;4;CJRW14;98;B2;U3;H06;I;4A;0.77;75.00;1;4A;0.77;75.00;14_PM_PO
OT25;Paradero;293;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;7:08:48;07:00;4;CJRW52;98;B2;U3;H06;I;1B;0.15;15.00;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;243;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:33:56;06:30;4;CJRX38;98;B2;U3;H06;I;2;0.45;44.10;1;2;0.45;44.10;14_PM_PO
OT25;Paradero;279;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;6:52:45;06:30;4;CJRX68;98;B2;U3;H06;I;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;341;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:14:21;08:00;4;CJRZ69;98;B2;U3;H06;I;1B;0.15;15.00;0;1B;0.15;15.00;14_PM_PO
OT25;Paradero;347;14;L-28-3-35-PO;PH99;;;;;PO;-33.4788817;-70.6623917;08/10/2019;Franco  Contreras Hurtado;8:26:15;08:00;4;BFKC59;60;A2;U3;H06;I;2;0.58;35.00;1;2;0.58;35.00;14_PM_PO
OT25;Paradero;231;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44486698;-70.78370364;08/10/2019;Angela Perez Flores;8:05:31;08:00;4;CJRB29;98;B2;U5;J11;I;3;0.61;60.00;1;3;0.61;60.00;15_PM_PO
OT25;Paradero;225;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44497806;-70.78375064;08/10/2019;Angela Perez Flores;7:34:08;07:30;4;FLXT59;46;A1;U5;J11;I;2;0.60;27.60;1;2;0.60;27.60;15_PM_PO
OT25;Paradero;216;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.4451656;-70.7813343;08/10/2019;Angela Perez Flores;6:51:53;06:30;4;FLXT59;46;A1;U5;J11;I;3;0.80;36.80;1;3;0.80;36.80;15_PM_PO
OT25;Paradero;229;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44501505;-70.78374664;08/10/2019;Angela Perez Flores;7:48:26;07:30;4;FLXT60;46;A1;U5;J11;I;1B;0.24;11.04;0;1B;0.24;11.04;15_PM_PO
OT25;Paradero;222;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.4450024;-70.78382478;08/10/2019;Angela Perez Flores;7:21:53;07:00;4;FLXT60;46;A1;U5;J11;I;2;0.60;27.60;1;2;0.60;27.60;15_PM_PO
OT25;Paradero;234;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44506048;-70.78375122;08/10/2019;Angela Perez Flores;8:28:47;08:00;4;FLXT63;46;A1;U5;J11;I;2;0.60;27.60;1;4A;0.90;41.40;15_PM_PO
OT25;Paradero;218;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.4449627;-70.7838108;08/10/2019;Angela Perez Flores;7:08:28;07:00;4;FLXT63;46;A1;U5;J11;I;3;0.80;36.80;0;3;0.80;36.80;15_PM_PO
OT25;Paradero;230;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44491059;-70.78374109;08/10/2019;Angela Perez Flores;8:01:38;08:00;4;BJFS69;46;A1;U5;J11;I;1B;0.24;11.04;1;1B;0.24;11.04;15_PM_PO
OT25;Paradero;228;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44501209;-70.78378055;08/10/2019;Angela Perez Flores;7:54:32;07:30;4;BFRT60;98;B2;U5;J12;R;1B;0.15;15.00;1;1B;0.15;15.00;15_PM_PO
OT25;Paradero;217;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44501136;-70.78373396;08/10/2019;Angela Perez Flores;6:57:14;06:30;4;BFRT60;98;B2;U5;J12;R;1B;0.15;15.00;1;1B;0.15;15.00;15_PM_PO
OT25;Paradero;233;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44504721;-70.78372548;08/10/2019;Angela Perez Flores;8:14:34;08:00;4;BJFR56;98;B2;U5;J12;R;1B;0.15;15.00;1;1B;0.15;15.00;15_PM_PO
OT25;Paradero;224;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44497223;-70.78378984;08/10/2019;Angela Perez Flores;7:29:52;07:00;4;BJFV57;98;B1;U5;J12;R;3;0.61;60.00;1;3;0.61;60.00;15_PM_PO
OT25;Paradero;227;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44501912;-70.78374732;08/10/2019;Angela Perez Flores;7:48:10;07:30;4;CJRX34;98;B2;U5;J12;R;2;0.45;44.10;1;2;0.45;44.10;15_PM_PO
OT25;Paradero;232;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44501201;-70.78378131;08/10/2019;Angela Perez Flores;8:12:03;08:00;4;CJRY83;98;B2;U5;J12;R;3;0.61;60.00;1;3;0.61;60.00;15_PM_PO
OT25;Paradero;223;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44493844;-70.78373422;08/10/2019;Angela Perez Flores;7:25:23;07:00;4;FLXD35;98;B2;U5;J12;R;4A;0.77;75.00;1;4A;0.77;75.00;15_PM_PO
OT25;Paradero;220;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44495414;-70.78383819;08/10/2019;Angela Perez Flores;7:11:15;07:00;4;FLXG23;93;B2;U5;J12;R;4B;0.77;71.17;1;4A;0.77;71.17;15_PM_PO
OT25;Paradero;221;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44497546;-70.78381891;08/10/2019;Angela Perez Flores;7:12:23;07:00;4;FLXG30;93;B2;U5;J12;R;1A;0.15;14.23;0;1A;0.15;14.23;15_PM_PO
OT25;Paradero;226;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44499816;-70.78379418;08/10/2019;Angela Perez Flores;7:40:42;07:30;4;FLXG36;93;B2;U5;J12;R;3;0.61;56.94;1;3;0.61;56.94;15_PM_PO
OT25;Paradero;219;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44499557;-70.7837794;08/10/2019;Angela Perez Flores;6:57:42;06:30;4;FLXG36;93;B2;U5;J12;R;4A;0.77;71.17;1;4A;0.77;71.17;15_PM_PO
OT25;Paradero;235;15;L-10-67-40-PO;PJ1750;;;;;PO;-33.44479675;-70.78388903;08/10/2019;Angela Perez Flores;8:29:24;08:00;4;FLXR66;93;B2;U5;J12;R;3;0.61;56.94;1;3;0.61;56.94;15_PM_PO
OT25;Paradero;94;16;L-21-19-3-OP;PH434;;;;;OP;-33.4770935;-70.64158478;08/10/2019;Paula Garcias Bascur;8:28:14;08:00;4;FLXF23;93;B2;U3;385;R;3;0.61;56.94;1;2;0.45;41.85;16_PM_OP
OT25;Paradero;72;16;L-21-19-3-OP;PH434;;;;;OP;-33.47711807;-70.64162587;08/10/2019;Paula Garcias Bascur;6:53:54;06:30;4;FLXF68;93;B2;U3;385;R;1B;0.15;14.23;1;1B;0.15;14.23;16_PM_OP
OT25;Paradero;74;16;L-21-19-3-OP;PH434;;;;;OP;-33.47714141;-70.64160619;08/10/2019;Paula Garcias Bascur;7:06:40;07:00;4;FLXF79;93;B2;U3;385;R;2;0.45;41.85;1;1B;0.15;14.23;16_PM_OP
OT25;Paradero;78;16;L-21-19-3-OP;PH434;;;;;OP;-33.47711867;-70.64160517;08/10/2019;Paula Garcias Bascur;7:17:46;07:00;4;FLXF83;93;B2;U3;385;R;2;0.45;41.85;1;1B;0.15;14.23;16_PM_OP
OT25;Paradero;88;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712856;-70.64158862;08/10/2019;Paula Garcias Bascur;7:59:08;07:30;4;FLXF85;93;B2;U3;385;R;3;0.61;56.94;1;2;0.45;41.85;16_PM_OP
OT25;Paradero;84;16;L-21-19-3-OP;PH434;;;;;OP;-33.47709079;-70.64159565;08/10/2019;Paula Garcias Bascur;7:38:30;07:30;4;FLXJ51;93;B2;U3;385;R;4A;0.77;71.17;1;3;0.61;56.94;16_PM_OP
OT25;Paradero;91;16;L-21-19-3-OP;PH434;;;;;OP;-33.47714256;-70.64159739;08/10/2019;Paula Garcias Bascur;8:11:29;08:00;4;FLXJ52;93;B2;U3;385;R;2;0.45;41.85;1;1B;0.15;14.23;16_PM_OP
OT25;Paradero;76;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712543;-70.64160503;08/10/2019;Paula Garcias Bascur;7:09:23;07:00;4;FLXL31;93;B2;U3;385;R;1A;0.15;14.23;1;1A;0.15;14.23;16_PM_OP
OT25;Paradero;67;16;L-21-19-3-OP;PH434;;;;;OP;-33.47716846;-70.64159376;08/10/2019;Paula Garcias Bascur;6:33:57;06:30;4;BDWL42;93;B2;U3;385;R;1B;0.15;14.23;1;1A;0.15;14.23;16_PM_OP
OT25;Paradero;90;16;L-21-19-3-OP;PH434;;;;;OP;-33.47716207;-70.64157955;08/10/2019;Paula Garcias Bascur;8:08:16;08:00;4;CJRT11;99;B2;U4;D07;I;1B;0.15;15.15;1;1A;0.15;15.15;16_PM_OP
OT25;Paradero;81;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712795;-70.64160843;08/10/2019;Paula Garcias Bascur;7:26:00;07:00;4;CJRT15;99;B2;U4;D07;I;1A;0.15;15.15;1;1A;0.15;15.15;16_PM_OP
OT25;Paradero;89;16;L-21-19-3-OP;PH434;;;;;OP;-33.47716003;-70.64155776;08/10/2019;Paula Garcias Bascur;8:06:40;08:00;4;CJRT18;99;B2;U4;D07;I;1B;0.15;15.15;1;1B;0.15;15.15;16_PM_OP
OT25;Paradero;82;16;L-21-19-3-OP;PH434;;;;;OP;-33.47711683;-70.64158643;08/10/2019;Paula Garcias Bascur;7:31:50;07:30;4;CJRV55;99;B2;U4;D07;I;1B;0.15;15.15;1;1B;0.15;15.15;16_PM_OP
OT25;Paradero;71;16;L-21-19-3-OP;PH434;;;;;OP;-33.47711511;-70.64161196;08/10/2019;Paula Garcias Bascur;6:52:07;06:30;4;CJRW99;99;B2;U4;D07;I;1A;0.15;15.15;1;1A;0.15;15.15;16_PM_OP
OT25;Paradero;77;16;L-21-19-3-OP;PH434;;;;;OP;-33.4771258;-70.64158307;08/10/2019;Paula Garcias Bascur;7:16:33;07:00;4;CJRX22;99;B2;U4;D07;I;3;0.61;60.61;1;2;0.45;44.55;16_PM_OP
OT25;Paradero;86;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712474;-70.64158899;08/10/2019;Paula Garcias Bascur;7:55:44;07:30;4;FJFV18;99;B2;U4;D07;I;4A;0.77;75.77;1;3;0.61;60.61;16_PM_OP
OT25;Paradero;69;16;L-21-19-3-OP;PH434;;;;;OP;-33.47713006;-70.64159859;08/10/2019;Paula Garcias Bascur;6:41:32;06:30;4;FLXD63;99;B2;U4;D07;I;1A;0.15;15.15;0;1A;0.15;15.15;16_PM_OP
OT25;Paradero;85;16;L-21-19-3-OP;PH434;;;;;OP;-33.47709242;-70.64159865;08/10/2019;Paula Garcias Bascur;7:42:37;07:30;4;BJFS70;98;B2;U3;E04;I;3;0.61;60.00;1;2;0.45;44.10;16_PM_OP
OT25;Paradero;93;16;L-21-19-3-OP;PH434;;;;;OP;-33.47717092;-70.64160431;08/10/2019;Paula Garcias Bascur;8:26:17;08:00;4;BJFS76;98;B2;U3;E04;I;3;0.61;60.00;1;1B;0.15;15.00;16_PM_OP
OT25;Paradero;70;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712227;-70.64159735;08/10/2019;Paula Garcias Bascur;6:50:32;06:30;4;BJFT11;98;B2;U3;E04;I;1B;0.15;15.00;1;1A;0.15;15.00;16_PM_OP
OT25;Paradero;83;16;L-21-19-3-OP;PH434;;;;;OP;-33.47710363;-70.6415978;08/10/2019;Paula Garcias Bascur;7:38:05;07:30;4;BJFT61;98;B2;U3;E04;I;2;0.45;44.10;1;3;0.61;60.00;16_PM_OP
OT25;Paradero;73;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712259;-70.64161362;08/10/2019;Paula Garcias Bascur;7:01:48;07:00;4;BJFT73;98;B2;U3;E04;I;2;0.45;44.10;1;1A;0.15;15.00;16_PM_OP
OT25;Paradero;80;16;L-21-19-3-OP;PH434;;;;;OP;-33.47711967;-70.64159291;08/10/2019;Paula Garcias Bascur;7:24:30;07:00;4;BJFT81;98;B2;U3;E04;I;1B;0.15;15.00;1;1B;0.15;15.00;16_PM_OP
OT25;Paradero;75;16;L-21-19-3-OP;PH434;;;;;OP;-33.4770948;-70.64159903;08/10/2019;Paula Garcias Bascur;7:08:00;07:00;4;BJFV12;98;B2;U3;E04;I;2;0.45;44.10;1;1B;0.15;15.00;16_PM_OP
OT25;Paradero;68;16;L-21-19-3-OP;PH434;;;;;OP;-33.47716547;-70.641591;08/10/2019;Paula Garcias Bascur;6:36:21;06:30;4;BJFV90;98;B2;U3;E04;I;1B;0.15;15.00;1;1A;0.15;15.00;16_PM_OP
OT25;Paradero;79;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712515;-70.64157821;08/10/2019;Paula Garcias Bascur;7:24:00;07:00;4;BJFW39;98;B2;U3;E04;I;3;0.61;60.00;1;2;0.45;44.10;16_PM_OP
OT25;Paradero;92;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712938;-70.64159801;08/10/2019;Paula Garcias Bascur;8:12:20;08:00;4;CJRS50;98;B2;U3;E04;I;3;0.61;60.00;1;1A;0.15;15.00;16_PM_OP
OT25;Paradero;87;16;L-21-19-3-OP;PH434;;;;;OP;-33.47712256;-70.64155157;08/10/2019;Paula Garcias Bascur;7:58:19;07:30;4;FLXC25;;;;E04;I;2;0.00;0.00;1;1B;0.00;0.00;16_PM_OP
OT25;Paradero;80;17;L-24-1-5-SN;PG341;;;;;SN;-33.5429756;-70.6426982;08/10/2019;Marjorie Cerda Acevedo;7:27:54;07:00;4;BDWL46;160;C2;U2;229;R;1B;0.13;21.00;1;1A;0.13;21.00;17_PM_SN
OT25;Paradero;59;17;L-24-1-5-SN;PG341;;;;;SN;-33.5430322;-70.6428078;08/10/2019;Marjorie Cerda Acevedo;6:51:58;06:30;4;BFKB47;160;C2;U2;229;R;4A;0.69;110.00;1;2;0.31;50.00;17_PM_SN
OT25;Paradero;70;17;L-24-1-5-SN;PG341;;;;;SN;-33.5429727;-70.6426493;08/10/2019;Marjorie Cerda Acevedo;7:10:43;07:00;4;BFKB49;160;C2;U2;229;R;3;0.38;60.00;1;2;0.31;50.00;17_PM_SN
OT25;Paradero;115;17;L-24-1-5-SN;PG341;;;;;SN;-33.5423018;-70.6431218;08/10/2019;Marjorie Cerda Acevedo;8:27:28;08:00;4;BJFF72;160;C2;U2;229;R;4A;0.69;110.00;1;3;0.38;60.00;17_PM_SN
OT25;Paradero;107;17;L-24-1-5-SN;PG341;;;;;SN;-33.5430488;-70.6425819;08/10/2019;Marjorie Cerda Acevedo;8:10:03;08:00;4;BJFS16;91;B2;U2;229;R;4A;0.77;69.64;1;3;0.61;55.71;17_PM_SN
OT25;Paradero;88;17;L-24-1-5-SN;PG341;;;;;SN;-33.5430442;-70.6426931;08/10/2019;Marjorie Cerda Acevedo;7:36:18;07:30;4;WA9981;161;C2;U2;229;R;2;0.31;50.31;1;4A;0.69;110.69;17_PM_SN
OT25;Paradero;101;17;L-24-1-5-SN;PG341;;;;;SN;-33.54302;-70.6426584;08/10/2019;Marjorie Cerda Acevedo;8:02:01;08:00;4;WB1000;161;C2;U2;229;R;4A;0.69;110.69;1;3;0.38;60.38;17_PM_SN
OT25;Paradero;99;17;L-24-1-5-SN;PG341;;;;;SN;-33.5430322;-70.6427135;08/10/2019;Marjorie Cerda Acevedo;7:49:39;07:30;4;WB1007;161;C2;U2;229;R;4A;0.69;110.69;1;3;0.38;60.38;17_PM_SN
